2020-11-02 22:14:45,798 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-11-02 22:14:45,845 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-11-02 22:14:45,845 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2020-11-02 22:14:45,845 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2020-11-02 22:14:45,860 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2020-11-02 22:14:45,860 INFO  SwAddin.cs: 197 - Setting up callbacks
2020-11-02 22:14:45,860 INFO  SwAddin.cs: 201 - Setting up command manager
2020-11-02 22:14:45,860 INFO  SwAddin.cs: 204 - Adding command manager
2020-11-02 22:14:45,867 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2020-11-02 22:14:45,867 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2020-11-02 22:14:45,867 INFO  SwAddin.cs: 210 - Adding event handlers
2020-11-02 22:14:45,883 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2020-11-02 22:15:30,681 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2020-11-02 22:15:33,283 INFO  SwAddin.cs: 313 - Saving assembly
2020-11-02 22:15:33,459 INFO  SwAddin.cs: 316 - Opening property manager
2020-11-02 22:15:33,470 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Assem1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1160 - 2 components to check
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from finger-1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1136 - Found 25 in finger-1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in finger-1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base-1
2020-11-02 22:15:33,486 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base-1
2020-11-02 22:15:33,501 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base-1
2020-11-02 22:15:33,501 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2020-11-02 22:15:33,501 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Assem1
2020-11-02 22:15:33,501 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [RefAxis] in Assem1
2020-11-02 22:15:33,501 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
